content,date,district,place,problem,sentiment,tweetid
"FATEH KI KACHORI !! Tag your friends !! .
This is my favourite kachori in delhi as serve chole with kachori and the… https://t.co/YKy46tRZoS",2020-07-13,New Delhi,New Delhi,null,positive,1.28e+18
"Trust me, it is as peaceful as it looks 🌻

#Nashik #peaceful #naturetherapy #peaceofmind #sundayvibes #lockdowndays… https://t.co/XIDf94NLtS",2020-07-13,Aurangabad,Gangapur Dam (sula),null,positive,1.28e+18
@PrashantGour_ @gahlotshagufta Tadipad kya jaane corona he knows how to instigate riots encounters I doubt whether… https://t.co/aWeHivSZUI,2020-07-13,Mumbai,Mumbai,['Transpotation'],negative,1.28e+18
"Being at the comfort of our own homes has its own pros and cons this lockdown period, keep the mind fresh with posi… https://t.co/Yuvu9Luv2N",2020-07-13,Lucknow,Lucknow,null,positive,1.28e+18
No matter we have less #covid cases but still weekend lockdown is a good option to minimize this before it gets too… https://t.co/gOBxyzGLxQ,2020-07-13,Jaipur,Jaipur,null,positive,1.28e+18
Stop #vipculture @narendramodi @BJP4India u are becoming like @INCIndia there is no difference now. You are not Fol… https://t.co/DAwKCJ9rGA,2020-07-13,Cuttack,Cuttack,['Daily Services'],negative,1.28e+18
"DM Bhagalpur, Shri Pranav Kumar has been very effective in fighting #Covid_19 . He has been working very hard to co… https://t.co/cj2Cfz9BhL",2020-07-13,Bhagalpur,Bhagalpur,null,neutral,1.28e+18
I had heard of a cop who towed away car belonging to PMO and became famous for rest of her life. And now this where… https://t.co/Gxl9Xs4lpC,2020-07-13,New Delhi,New Delhi,null,neutral,1.28e+18
"This is a reminder to take care of yourself.Covid-19
cases are increasing day by day..Truly, be mindful of your hea… https://t.co/a5SDxI5tl9",2020-07-13,Mumbai,Mumbai,null,positive,1.28e+18
"Being at the comfort of our own homes has its own pros and cons this lockdown period, keep the mind fresh with posi… https://t.co/2FFoDiZepw",2020-07-13,Patna,Patna,null,positive,1.28e+18
"#NIfty #Sensex are disjointed with reality. Sales are down , profits are down , margin is under pressure for all co… https://t.co/lsHeAyYyOQ",2020-07-13,New Delhi,New Delhi,['Daily Services'],negative,1.28e+18
@tv9kannada If you some shame left in you ; why you ppl are creating fear for common people why recovery cases of c… https://t.co/XtGT1yHCK8,2020-07-13,Bangalore,Bengaluru South,['Daily Services'],negative,1.28e+18
"@Hementabiswasarma lockdown is not the solution, entire economic activity is stalled, public policing is the solution",2020-07-13,Kamrup Metropolitan,Guwahati,['Transpotation'],negative,1.28e+18
"@hvgoenka Sir, we are a running a charitable hospital called Maharaja Agrasen Hospital, Siliguri. It is run by the… https://t.co/MSsHwfAulk",2020-07-13,Jalpaiguri,Siliguri,null,positive,1.28e+18
@Bengaluru2020 How so we get a vehicle pass for essential services for the lockdown starting 13th jul?,2020-07-13,Bangalore,Bengaluru South,null,neutral,1.28e+18
"1,18,06,256 samples tested for #COVID19 till 12th July, of these 2,19,103 samples were tested yesterday: Indian Cou… https://t.co/hm1ml9qYg3",2020-07-13,Chennai,Egmore Nungambakkam,null,neutral,1.28e+18
That's the only remedy for the current Covid situation..boost your immunity by doing #yoga https://t.co/dPzX4hBMie,2020-07-13,Patna,Patna,null,neutral,1.28e+18
"Being at the comfort of our own homes has its own pros and cons this lockdown period, keep the mind fresh with posi… https://t.co/Hr6hBzp3rj",2020-07-13,Pune,Haveli,null,positive,1.28e+18
"First time praising Covid -19 virus control by Rahul Baba,seems maturity is Knocking on doors of Sonia/Priyanka or… https://t.co/FJOE2fmTAY",2020-07-13,New Delhi,New Delhi,null,positive,1.28e+18
"'World Can Learn Sustainable Living From India Amid COVID-19 Pandemic': Prince Charles, it's huge recognition to… https://t.co/e5YaRZTKho",2020-07-13,New Delhi,New Delhi,['Daily Services'],negative,1.28e+18
"It's all about finding your calm in the chaos😇
.
.
.
📸Self timer By Candy😅📷 canonindia_official .
.
.
. 
#covid_19… https://t.co/kTxNsN51kQ",2020-07-13,Pune,Pune,null,positive,1.28e+18
"Public awareness with help of local administration ,local political worker and social activists about preventive me… https://t.co/pWJbEX8IHv",2020-07-13,Patna,Danapur,null,positive,1.28e+18
Important  : Risky areas for Covid spread https://t.co/w7jO0oYOO1,2020-07-13,Rangareddy,Hayathnagar,null,neutral,1.28e+18
The Covid pandemic has exposed the fragility of our healthcare system. Hospitals are packed to capacity/beds are ha… https://t.co/qVnHW2cbhI,2020-07-13,Bangalore,Bengaluru South,['Others'],negative,1.28e+18
"Abir  lockdown ke baad aur handsome ho gaya hai 
I loved the epi 
@Shaheer_S u nailed it ur expression nd shayaris… https://t.co/UiEP8dvVJG",2020-07-13,Mumbai,Mumbai,null,positive,1.28e+18
"@DainikBhaskar @drnarottammisra @JM_Scindia @bhargav_gopal @ChouhanShivraj Social distance, hand-in-hand , no musk… https://t.co/ctPQYC24hc",2020-07-13,Kamrup Metropolitan,Guwahati,['Others'],negative,1.28e+18
"I wish the almighty will give @SrBachchan ji and his family enough strength to beat #Covid_19 in only a few days.
https://t.co/6dUtTa8lR3",2020-07-13,Nagaon,Nagaon,null,positive,1.28e+18
Is Amitabh Bachchan ji covid is some media gimmick or some different style of marketing #AmitabhBachhan… https://t.co/SkBcqb4alL,2020-07-13,Indore,Indore,null,neutral,1.28e+18
This is the real respect you guies were providing to all covid warriors.they works for us for govt to make a missio… https://t.co/opA1OCHNqQ,2020-07-13,Ganjam,Brahmapur,null,positive,1.28e+18
"Imagine if we had similar coordination and unity across DDA, MCD, Govt &amp; police, Delhi would be one a model adminis… https://t.co/y99HUbfOKb",2020-07-13,Siwan,Gurgaon,null,neutral,1.28e+18
"https://t.co/qVp0paQnLi
#Covid Vaccine Successfully Done ✅",2020-07-13,Sholinganallur,Sholinganallur,null,positive,1.28e+18
"@myogioffice @narendramodi @myogiadityanath @UPGovt Sir we are the private servent and we are not fixed, 
Iss lockd… https://t.co/m3K7WJMOTn",2020-07-13,Faridabad,Faridabad,null,neutral,1.28e+18
None has any clue on how not to get affected by #Covid_19. Such a deadly virus.,2020-07-13,Chennai,Chennai,['Transpotation'],negative,1.28e+18
"TO RAISE FUNDS FOR DEALING WITH COVID, CHINA, PAKISTAN AND BUYING ITEMS TO FURTHER STRENGTHEN OUR ARMED FORCES, WHY… https://t.co/SGqDdW6ck2",2020-07-13,Mumbai,Mumbai,['Economic'],negative,1.28e+18
Russia first nation to successfully complete human trials of coronavirus COVID-19 vaccine via zeenews - https://t.co/cpma5N9hWA,2020-07-13,Kolkata,Kolkata,null,positive,1.28e+18
"@dist_sitamarhi people are freely moving in bazar area and near rd palace despite lockdown.
Please enforce it more strictly.",2020-07-13,Sitamarhi,Sitamarhi,['Food Shortage'],negative,1.28e+18
The low air traffic on metro routes is having a cascading impact on @MoCA_GoI flagship Regional Connectivity Scheme… https://t.co/fyqwCa3ivp,2020-07-13,New Delhi,New Delhi,['Transpotation'],negative,1.28e+18
"When you see all these things, you can know his return is very near, right at the door.
Matthew 24:33

#bible… https://t.co/d2acOKtbWa",2020-07-13,Agra,Tamil Nadu,null,neutral,1.28e+18
"@prdjharkhand @BokaroDc
@SAILsteel @SAILBSL2
@bokaropolice @iprdbokaro01
@SAIL_RMD  @SAIL_IISCOSteel Cop tests posi… https://t.co/tJ7Kv5nOkb",2020-07-13,Bokaro,Bokaro Steel City,null,neutral,1.28e+18
I won't be surprised if many more actors will get infected from #Covid_19 in the upcoming days ! Why suddenly all o… https://t.co/hi75tFKfuc,2020-07-13,Dhubri,Agomoni,['Transpotation'],negative,1.28e+18
"Morning Walk 2 days back 

#bandrabandstand 

I shot this boy sleeping on a bench at #Bandstand sometime back than… https://t.co/wHt81cAK8Z",2020-07-13,Mumbai,Mumbai,null,neutral,1.28e+18
"Salute Army 🙏🇮🇳🕺🕺
#army #India #IndianArmy #Indian #indianairforce #Action_To_Answer #mondaythoughts #Monday… https://t.co/gRV2EX9Jfk",2020-07-13,Mumbai,Mumbai,null,neutral,1.28e+18
"@mohol_murlidhar @AjitPawarSpeaks
You are forcing the common man imposing lockdown but not stopping this illegal su… https://t.co/zW20iUJyAs",2020-07-13,Pune,Haveli,['Daily Services'],negative,1.28e+18
The only being that isn’t showing any favouritism is the #Covid_19 right now! Godspeed for your recovery journey #bachchanfamily!,2020-07-13,Hyderabad,Hyderabad,null,neutral,1.28e+18
"A really sad news to share,  our beloved Tapan da is no more. He was hospitalized a few days ago because of covid 1… https://t.co/Pb68mTXkAs",2020-07-13,Sitamarhi,Sitamarhi,null,neutral,1.28e+18
Dear Indian Media Not Only Bachchan Family Is Suffering There Are 800k Poor People Too..So Try To Cover Them Too😶… https://t.co/uMFW4Q5YiI,2020-07-13,Pune,Haveli,['Economic'],negative,1.28e+18
Delhi BJP president will start agitation and campaign against Delhi Govt for taking Electricity Fixed  charges duri… https://t.co/fSDvmmQqtO,2020-07-13,New Delhi,New Delhi,['Economic'],negative,1.28e+18
"UK hails Indian doctors, nurses in NHS on the frontline of Covid-19 treatment
https://t.co/koEGqOB4yp

via NaMo App https://t.co/szM7QZcLPM",2020-07-13,Ghaziabad,Ghaziabad,null,neutral,1.28e+18
@MaheshNBhatt No life No rights for minorities 😪 Dear sir please help me.  Please help me in this problem.due to co… https://t.co/tqxyjofdA5,2020-07-13,Maldah,Bhuna,null,positive,1.28e+18
"@mybmc @mybmcWardGN @DighavkarKiran @MumbaiPolice @OfficeofUT @AUThackeray 
wid already 12 COVID cases in our soc.,… https://t.co/L4V8B9ut86",2020-07-13,Mumbai,Dadar Vegetable Market,null,neutral,1.28e+18
"Respected @manuparida1 &amp; @nilambariips @DgpChdPolice 
COVID-19 case running in Our Sector 45 &amp; Burial, As we want t… https://t.co/choFECD71D",2020-07-13,Ward 3,Chandigarh,null,positive,1.28e+18
Learn after #COVID-19😍😍 Attention All Makeup Students Or Those Who Wish To Learn Makeup Professionally 📣📣 Delhi/NCR… https://t.co/PPe2myAiBS,2020-07-13,New Delhi,New Delhi,null,positive,1.28e+18
@Ola_Pune pune may 13 july say lockdown hay to ola services cahu rahagwkay,2020-07-13,Pune,Haveli,null,neutral,1.28e+18
"@mla_sudhakar sir plz do consider the situation of Final year students, when the parliament doesn't want to open am… https://t.co/sWJ4mrNk2X",2020-07-13,Bangalore,Bengaluru,null,neutral,1.28e+18
#Telangana government is providing free Home Isolation Kits for #COVID-19 patients who are in home isolation. These… https://t.co/nHRuKxgDOY,2020-07-13,Visakhapatnam,Annavaram,['Food Shortage'],negative,1.28e+18
Tru Nat test gives #Covid_19 test report in less than 2 hours. More machines be installed and number of tests shoul… https://t.co/ic5HQOv4sg,2020-07-13,Jharkhand,Ranchi,['Food Shortage'],negative,1.28e+18
@ixigo @IndiGo6E I booked ticket in march mounth on 30 march but dur to lockdown my ticeket will be cancelled. I wa… https://t.co/ZL1ni8yeFm,2020-07-13,Ghaziabad,Ghaziabad,['Daily Services'],negative,1.28e+18
"Amitabh Bachchan tested covid positive.
Wishing him speedy recovery 🙏
.
.
.
.
.
.
#Star__bollybuzz #bollywood… https://t.co/FGjcQYPd0i",2020-07-13,Mumbai,Mumbai,null,positive,1.28e+18
"#Covid_19 
Finaly successful trial in Russia https://t.co/039itzltBk",2020-07-13,Surat,Surat,null,positive,1.28e+18
"@CMDBSNL
@CMD_MTNL
@rsprasad
Res Sir, VRS retirees have obligation of their children edu &amp; can't afford stay outsid… https://t.co/LII3d0kD7O",2020-07-13,Mumbai,Mumbai,null,neutral,1.28e+18
"Lockdown for the sake of lockdown is not the solution,public policing is the only solution",2020-07-13,Kamrup Metropolitan,Guwahati,['Others'],negative,1.28e+18
"#cmo Maharashtra@#Dy Cm #Home minister

Sir We Buisness Men Have Suffered a lot in Lockdown,Now weekly 3 days Permi… https://t.co/Ur5OpuxZNK",2020-07-13,Mumbai,Bhandup Railway Station,['Daily Services'],negative,1.28e+18
"@dm_malkangiri lockdown se Traffic jyada badh rah he... 
Do something To spreading Corona 😑
Daily Market, Malkangir… https://t.co/jA252Vl8Hv",2020-07-13,Malkangiri,Malkangiri,null,neutral,1.28e+18
"#SRMJEEE2020: SRM Institute cancels #BTech entrance exam.
In view of the Covid-19 pandemic, #SRM Institute of Scien… https://t.co/PcJGCibHLI",2020-07-13,Kamrup Metropolitan,Guwahati,['Others'],negative,1.28e+18
"@JhaSanjay This is all fine, but why are you not fighting the issues affecting every Indian citizen? Economy, Chinese incursion, Covid, ...",2020-07-13,Bangalore,Bengaluru,null,positive,1.28e+18
"Digital Menu, Self-Service: Dining Out Amid COVID-19 https://t.co/YnVY87oND8",2020-07-13,Gautam Buddha Nagar,Noida,null,neutral,1.28e+18
"While #Telegram services ended in India on July 13, 2013, @telegram is alive and kicking, and has seen an upsurge o… https://t.co/8ySp9SRN0P",2020-07-13,Patna,Rajendra Nagar,['Transpotation'],negative,1.28e+18
"TO RAISE FUNDS FOR DEALING WITH COVID, CHINA, PAKISTAN AND BUYING ITEMS TO FURTHER STRENGTHEN OUR ARMED FORCES, WHY… https://t.co/SGqDdW6ck2",2020-07-13,Mumbai,Mumbai,['Economic'],negative,1.28e+18
@beautyoftulunad @FoodNetwork @Indianculture_1 @MinOfCultureGoI @incredibleindia @rakshitshetty @SunielVShetty… https://t.co/u4UUxdq3X4,2020-07-13,Thane,Navi Mumbai,null,neutral,1.28e+18
"@isro A miniature or Nano spark can kill covid around you.
Real Suraksha Kavach
@NASA",2020-07-13,Kolhapur,Ichalkaranji (Hatkalangda),['Daily Services'],negative,1.28e+18
"Russia Claims World's first #Covid Vaccine after successfully completes the human trails

Sechenov First Moscow Sta… https://t.co/gvoDUdm6nU",2020-07-13,Madurai,Madurai North,null,positive,1.28e+18
"@himantabiswa Sir he was just 36 and died by corona without any history of comorbidities, its probably much more de… https://t.co/GxwzyvpsAI",2020-07-13,Hojai,Lanka,['Others'],negative,1.28e+18
"Partial #lockdown Day 53 (#Sunday, 12 #July2020)
I don't share stuff from @WhatsApp but this spoke to me.
Have hear… https://t.co/xweSgKYm4c",2020-07-13,Gautam Buddha Nagar,Noida,['Economic'],negative,1.28e+18
"With cases spiking up on daily basis , and shops and people not following the rules layed down for safety it’s good… https://t.co/stkp0dLu6m",2020-07-13,Nagpur,Nagpur,null,positive,1.28e+18
"@JioMart_Support It’s been 20 days , where is my refund ? And there is no response from your customer care . your t… https://t.co/DxW4kieJoL",2020-07-13,Khordha,Bhubaneshwar,null,positive,1.28e+18
"'Indiscriminate use of remdesivir, tocilizumab on Covid patients can cause more harm than good' https://t.co/5n4Uk6N0Gd via @ETHealthWorld",2020-07-13,Mumbai,Mumbai,['Others'],negative,1.28e+18
Meter readings on the specified given dates and paying a high amount for the 3-4 months of lockdown this amount is… https://t.co/B7m2KxuBUl,2020-07-13,Mumbai,Mumbai,null,neutral,1.28e+18
"World seeing India's successful battle against Covid-19 under PM Narendra Modi: Amit Shah
https://t.co/DVaIcIw0Ao… https://t.co/v0fuYNLIht",2020-07-13,Puducherry,Lawspet,['Food Shortage'],negative,1.28e+18
Russia Sechenov University successfully completes human trials on world's first coronavirus vaccine | via… https://t.co/x19z31fDcf,2020-07-13,Surat,Surat,null,positive,1.28e+18
"India's Covid-19 recoveries cross 5-lakh mark, recovery rate at 62.78%
https://t.co/r4OHPIAffL

via NaMo App https://t.co/vLxbe9xAJJ",2020-07-13,Puducherry,Lawspet,null,neutral,1.28e+18
"Monday you have lost relevance. 

I am working from home #WFH #workingfromhome #mondaythoughts #MondayMotivaton… https://t.co/Tck2sBX1xN",2020-07-13,New Delhi,New Delhi,['Economic'],negative,1.28e+18
"@NileshShah68 https://t.co/P94PRygKdX
@IndiaToday some one in this image missed Russia which actually completed clinical trials",2020-07-13,Mumbai,Mumbai,['Others'],negative,1.28e+18
Nothing is permanent don't stress yourself too much... Because no matters how bad the situation is. It will change.… https://t.co/IcloqCbS1b,2020-07-13,Varanasi,Varanasi,['Transpotation'],negative,1.28e+18
Is there a prediction about the amount of non degradable waste that this pandemic is going to generate? Most were b… https://t.co/VRWK1t5Wcw,2020-07-13,Anand,Anand,['Others'],negative,1.28e+18
"Being at the comfort of our own homes has its own pros and cons this lockdown period, keep the mind fresh with posi… https://t.co/gk9WzlcmtO",2020-07-13,Patna,Rajendra Nagar,null,positive,1.28e+18
"If I had penny for every time some one on the call says ""am I audible"" / ""am I sharing"" And due to this covid situa… https://t.co/u14oGYkRMV",2020-07-13,Pune,Haveli,null,positive,1.28e+18
"Today 13 July 2020 6:00am Nallasopara ST Bus depo, Can You See d Q for offices going Public, No One Follows Social… https://t.co/iIyW5FHAhN",2020-07-13,Mumbai,Mumbai,['Economic'],negative,1.28e+18
Now Chinese doctors start performing Hijama specially fire cupping on corona (CoVid-19) affected patients...they ar… https://t.co/7EIp8crPA5,2020-07-13,Raichur,Raichur Institute Of Medical Sciences,['Daily Services'],negative,1.28e+18
"PM chaired review meeting on Covid-19 pandemic preparations
https://t.co/xX7sZ3hTph

via NaMo App https://t.co/9KTDIouLFN",2020-07-13,Puducherry,Lawspet,null,neutral,1.28e+18
"#sangam #morning #NaturePhotography #health #cycles #BICYCLE #workout 
After 2 days #lockdown 
Have this great morn… https://t.co/YG2pEi0Oss",2020-07-13,Sri Potti Sriramulu Nellore,Triveni Sangam,null,positive,1.28e+18
