tweetid,content,place,district,date,problem,sentiment
1.28e+18,"@narendramodi sir namasthe🙏🏽

We appreciate the way you handled the county during the beginning of covid crisis...s… https://t.co/npF4cAXFPt",Bengaluru South,Bangalore ,2020-06-30,,neutral
1.28e+18,@asha_ny Yes indeed ... waiting for the lockdown to end too !,Bengaluru,Bangalore ,2020-06-30,['Economic'],negative
1.28e+18,"Thane city will observe a total lockdown between July 2-12 to contain the coronavirus outbreak, municipal commissio… https://t.co/PEA7WRayvs",Hugli,North 24 Parganas,2020-06-30,,neutral
1.28e+18,Day 7253 of lockdown: Is the concept of love and companionship an archaic societal concept?,Mumbai,Mumbai ,2020-06-30,,neutral
1.28e+18,@ugc_india es pandemic situation m final year students and backlogs ko promote kro sb students ke liye equal decisi… https://t.co/FnrWIlYsLe,New Delhi,New Delhi,2020-06-30,['Others'],negative
1.28e+18,"In India, no one tweets about jails or their inmates. They must be happy now since all others too are under Lockdow… https://t.co/5aOhB9ku8z",Ghaziabad,Ghaziabad,2020-06-30,['Daily Services'],negative
1.28e+18,"@ThaneCityPolice As per new directives, theee will be complete lockdown in Thane. WeWork, located at Zenia Hiranand… https://t.co/hOUGPecai1",Thane,Thane,2020-06-30,,neutral
1.28e+18,Bengaluru’s recent spike in COVID-19 due to flaw in accounting cases? https://t.co/FxnAegBKS3,Udupi,Udupi ,2020-06-30,['Transpotation'],negative
1.28e+18,What about Kastoorba Gandhi Balika Vidyalay in Uttar Pradesh? Why they are already open from 8th june? Now several… https://t.co/ZFwIeR4QOP,Tanda,Rampur,2020-06-30,['Daily Services'],negative
1.28e+18,Hello friends. What do you think about Tiktok ban ???now I know we all have follow the rules .but sach me it was go… https://t.co/j24Md8lQsF,Versova,Mumbai ,2020-06-30,,positive
1.28e+18,according to delhi govt.  only those teachers will come to school who are on duty for covid-19 then why sdmc made o… https://t.co/EVcaxbZMqO,New Delhi,New Delhi,2020-06-30,['Daily Services'],negative
1.28e+18,"@RBI i want to go for the moratorium of home loan, but Hdfc Bank is refusing to accept the request for the same.
As… https://t.co/Q63Gk3VT47",Surat,Surat,2020-06-30,['Transpotation'],negative
1.28e+18,"@narendramodi Good afternoon sir, 
In unlock lockdown 2 please sincere  all. Because we save our India and all environment
JAI HIND.",Etmadpur,Agra,2020-06-30,,positive
1.28e+18,@kukk44 @sanjukta @psiubu My help who is from Bihar was full of criticism during lockdown 1 watching the plight of… https://t.co/0G72t5FzgF,Noida,Gautam Buddha Nagar,2020-06-30,['Economic'],negative
1.28e+18,"Work From Home Mode 🔛🎤

@MarshallHp @atari 
#iam #voiceover #host #actor #wfh 
#marshallheadphones #atari #gold… https://t.co/ATKleGh9ft",Mumbai,Mumbai ,2020-06-30,,neutral
1.28e+18,"#AarogyaSetu4NewIndia
Protective shield against COVID-19 https://t.co/62UJTCciHZ",Belgaum,Belgaum ,2020-06-30,,neutral
1.28e+18,A man who can't control covid in state ties to lecture PM https://t.co/Hnn0tCQh3A,Kolkata,Kolkata,2020-06-30,,neutral
1.28e+18,Is it only me or others have also noticed that the confidence in speech &amp; body language of our PM is missing from l… https://t.co/RGubVCHXH2,Mumbai,Delhi Cantonment,2020-06-30,['Others'],negative
1.28e+18,#ModiCARES4Poor Right decision at the right time with sensitivity has increased India’s capacity 2fight any difficu… https://t.co/3v4qgOA16g,Belgaum,Belgaum ,2020-06-30,['Transpotation'],negative
1.28e+18,"RELAX, 
It’s just a Bad Year, 
Not a Bad LIFE...
#2020worstyear #stayfocused #BrightsAroundTheWorld #COVID19… https://t.co/UqWAoz5HB7",New Delhi,New Delhi,2020-06-30,['Others'],negative
1.28e+18,"@ThaneCityPolice @TMCaTweetAway 

With reference to Thane  lockdown announced from 2nd July 2020 onwards, what are… https://t.co/4fP5igj1iK",Thane,Thane,2020-06-30,,neutral
1.28e+18,"#ModiCARES4Poor
Timely lockdown and other bold decisions by the Modi Govt have saved the lives of millions of peopl… https://t.co/SKkMXdUf9F",Belgaum,Belgaum ,2020-06-30,['Others'],negative
1.28e+18,"Your favorite, tasty and hygenic Chicken Biryani - without any worries - despite the lockdown is always available… https://t.co/ILcUdzdNqk",Chennai,Chennai ,2020-06-30,,positive
1.28e+18,"Recovered Covid-19 patients exceed active cases by over 1 lakh: Health Ministry
https://t.co/kTUoOwXIc3 https://t.co/5QHVrtikQ2",Belgaum,Belgaum ,2020-06-30,,neutral
1.28e+18,"@NBTMumbai @AbhimanyuNBT sir , we teachers doing covid-19 survey under wagle prabhag samiti , thane but no mask, gl… https://t.co/ElTcD65lm3",Thane,Thane,2020-06-30,,neutral
1.28e+18,Shri @RahulGandhi ji  interacts with Indian nurses from around the globe on the COVID-19 pandemic. Tune in tomorrow… https://t.co/WWMqg2RdYR,Hayathnagar,Rangareddy,2020-06-30,,neutral
1.28e+18,"Meanwhile the Govt of Karnataka has asked the Corona virus to stay away till July 7th. After that, they may impose… https://t.co/7enhZy3EBv",Bengaluru South,Tumkur ,2020-06-30,,neutral
1.28e+18,"@CMOMaharashtra @TMCaTweetAway @niranjandtweets @PMOIndia sir , we teachers doing covid-19 survey under wagle prabh… https://t.co/3aOFkuliEx",Thane,Thane,2020-06-30,,neutral
1.28e+18,Nine Covid Warriors of Berhampur Police have tested positive. They are fine and under observation. Wish them all a… https://t.co/lLIDFiRxcR,Brahmapur,Baleshwar,2020-06-30,,positive
1.28e+18,Already missing quick n easy recipe videos mum used to share from TikTok. They got me through the lockdown. #RIPTiktok,Gurgaon,Gurugram,2020-06-30,['Economic'],negative
1.28e+18,"@SanjayAzadSln He is not even loyal to his party ! Chinese COVID is giving his masters Kejeriwal, Manish Sisodia &amp;… https://t.co/CKzZiE3PM3",New Delhi,New Delhi,2020-06-30,,neutral
1.28e+18,"Need plasma for Covid-19 patient
Patient- DR. AMARJIT SINGH JUNEJA
Age:  72 YEARS
Blood groups: AB+ / AB-
Hospital… https://t.co/lxKBJ1Rrsy",New Delhi,New Delhi,2020-06-30,,neutral
1.28e+18,@sardesairajdeep @rahulkanwal @rohini_sgh Am I the only one who feel from pm address that lockdown in some form wil… https://t.co/l31IOnFlv0,Mumbai,Mumbai ,2020-06-30,['Economic'],negative
1.28e+18,"30.06.2020
#Covid_19+ve cases in TamilNadu spiked by3943 from 3949y'day;rise in Chennai is3393 from2167 y'day. Tota… https://t.co/EWyzPqojmu",Egmore Nungambakkam,Chennai ,2020-06-30,,neutral
1.28e+18,COVID 19 SURVIVOR  -This is a first hand experience of my brother in law  . he talks about symptoms ( which may not… https://t.co/WkIWj6ncr4,Pune,Pune ,2020-06-30,,neutral
1.28e+18,@Naveen_Odisha @CMO_Odisha @SecyChief @MoSarakaar @MoSarkar5T @MoSarkar_Odisha  Sir we are with the Government deci… https://t.co/yOaz7LqI91,Bhubaneshwar,Khordha,2020-06-30,,neutral
1.28e+18,"@PMOIndia My  father is on ventilator and requires  recover covid patient Plasma urgently.
Mr. Zakir Hussain
A+
Adm… https://t.co/oBzhKh3enn",Ghaziabad,Ghaziabad,2020-06-30,['Economic'],negative
1.28e+18,Fitness Entrepreneurs have also been hugely impacted by the COVID pandemic and the need for social distancing has l… https://t.co/u51HZ7MFRK,Kohima,Kohima,2020-06-30,,positive
1.28e+18,"@BloodDonorsIn 
My  father is on ventilator and requires  recover covid patient Plasma urgently.
Mr. Zakir Hussain… https://t.co/xOsu7ULj5v",Ghaziabad,Ghaziabad,2020-06-30,['Economic'],negative
1.28e+18,"Nine fresh #COVID cases and 1 death reported in #Mysuru today. 2 Primary contacts, 3 ILI cases, 3 contacts under tr… https://t.co/VxzPmO5klo",Mysore,Mysuru ,2020-06-30,['Food Shortage'],negative
1.28e+18,@SanjayAzadSln Chinese are in huge debt toward the entire world especially to those who lost their family members d… https://t.co/yK2D8BNymZ,New Delhi,New Delhi,2020-06-30,['Transpotation'],negative
1.28e+18,@SanjayAzadSln This is nothing !! Chinese Companies Chinese Communist party &amp; it’s government must pay trillions of… https://t.co/v7pyYP752V,New Delhi,New Delhi,2020-06-30,['Others'],negative
1.28e+18,"June 30, Karnataka reports 947 COVID-19 cases. 

503 cases reported in Bengaluru.",Udupi,Udupi ,2020-06-30,,neutral
1.28e+18,WHO was sleeping when COVID  was spreader across world by chainese ..and it’s now CHO- Chinese Health Organisation https://t.co/EFAkawItpW,Bengaluru,Bangalore ,2020-06-30,,positive
1.28e+18,"In this lockdown, it's very important to eat #healthy &amp; that too tasty food.

This video is for #pizza lovers who r… https://t.co/964wB4LXX4",Bengaluru South,Bangalore ,2020-06-30,,positive
1.28e+18,Make maximum use of the lockdown period by up-skilling from the convenience of your home! Register for IISSM's stat… https://t.co/k7E0Q8mkCj,Greater Noida,Gautam Buddha Nagar,2020-06-30,,positive
1.28e+18,DEAR FRIENDS OUR HUMAN RACE IS IN DANGER UNDER THE SHREWD ATTACK OF COVID 19 PANDEMIC. PLEASE OBSERVE SOCIAL DISTAN… https://t.co/PIiuqKrZ7y,Brahmapur,Ganjam,2020-06-30,['Others'],negative
1.28e+18,"President of Karnataka Congress, DK Shivakumar shares this video, of COVID patients allegedly being dumped into a p… https://t.co/AhhHtJ1OFk",Guwahati,Kamrup Metropolitan,2020-06-30,['Others'],negative
1.28e+18,@HardeepSPuri british airways say good bye to world..What will happen to my credit shell with indigo...Why u do not… https://t.co/1fq876pHq5,Mumbai,Mumbai ,2020-06-30,['Transpotation'],negative
1.28e+18,@TajinderBagga This is nothing China &amp; Chinese companies have  to pay trillion of dollars more as China is solely r… https://t.co/QL1hj1ETPz,New Delhi,New Delhi,2020-06-30,['Transpotation'],negative
1.28e+18,"#ModiCARES4Poor
Timely lockdown and other bold decisions by the Modi Govt have saved the lives of millions of peopl… https://t.co/H0uQrGsB2a",Mysore,Mysuru ,2020-06-30,['Others'],negative
1.28e+18,@krishnadgoap dear sir when Vijayawada one town lockdown will be open.think of loss of business people,Vijayawada,Krishna,2020-06-30,['Daily Services'],negative
1.28e+18,"#AarogyaSetu4NewIndia
Protective shield against COVID-19
via NaMo App https://t.co/XSSLC7uBvn",Mysore,Mysuru ,2020-06-30,,neutral
1.28e+18,"A way forward with #Covid_19 

Very positive and innovative thoughts shared by brother @SinghShaktiBJP today on You… https://t.co/mFa68Brp1l",Dhanbad,Dhanbad,2020-06-30,,positive
1.28e+18,"Name - Aarti Singh 
Organisation - ASTHA India

@cii4education
#ciiedusummit2020 #lockdowncreativity #cii4education… https://t.co/UEKj8MxCoj",New Delhi,New Delhi,2020-06-30,,neutral
1.28e+18,@ManishV92221605 No exam promote all the student without take the exam because in delhi there is covid 19 goes in a… https://t.co/Y7v69kMkHe,New Delhi,New Delhi,2020-06-30,['Others'],negative
1.28e+18,@AmitShah Visit Faridabad and see Covid cases rising . Save Haryana.,Faridabad,Faridabad,2020-06-30,,neutral
1.28e+18,"@PMOIndia Save Faridabad from Covid. Govt is sleeping .No medical facilities. More than 50%, Employees at test cent… https://t.co/AnvGOgIZUH",Faridabad,Faridabad,2020-06-30,['Transpotation'],negative
1.28e+18,Statement from Ballari Deputy Commissioner SS Nakul on reports of mass burials of COVID-19 patients who died in dis… https://t.co/x3y893rCbI,Udupi,Udupi ,2020-06-30,,neutral
1.28e+18,"What Are You Creating?

#webcubatortechnologies #coronavirus #covid #pandemic #creation #website #job #offer… https://t.co/hRbWpMdNPC",Pune,Pune ,2020-06-30,['Daily Services'],negative
1.28e+18,"Haryana has left at the mercy of God to control Covid. No medical facilities, no identification. In one society in… https://t.co/96kdncmbei",Faridabad,Faridabad,2020-06-30,,neutral
1.28e+18,@themukulagrawal  Arey baba ji lockdown m bore ho rhe the to isiliye kuch comedy krni thi unhe lekin comedy unhi ki… https://t.co/z1vLLAanSe,New Delhi,New Delhi,2020-06-30,['Others'],negative
1.28e+18,"If China discovers vaccine for COVID-19,will India say 
#BoycottMadeInChina 
#justasking",Bellary,Karnataka,2020-06-30,,neutral
1.28e+18,"AIMIM Floor Leader Akbaruddin Owaisi today at Esra Hospital. @asadowaisi 

Akbaruddin Owaisi visits (Owaisi Group o… https://t.co/p8gnGnMN4s",Anand,Anand ,2020-06-30,,neutral
1.28e+18,@ThaneCityPolice will the amazon and flipkart delivery for all the items will be there or that also will not be allowed due to lockdown?,Mumbai,Mumbai ,2020-06-30,['Daily Services'],negative
1.28e+18,One of the best dishes I made this lockdown. Peanut satay ramen. Fully vegan. Landed the recipe thanks to YouTube a… https://t.co/Ebz0MxI3lc,Bengaluru,Bangalore ,2020-06-30,,positive
1.28e+18,@timesofindia You see this and realise that China is grossly under reporting its cases...its actual numbers should… https://t.co/LoJ9SMGKIY,Nagaon,Nagaon,2020-06-30,['Others'],negative
1.28e+18,"@SaketGokhale @Pawankhera And he continues marketing the ""timely lockdown"". The lockdown was timed perfectly once c… https://t.co/8kJbASNlRk",Bengaluru South,Bangalore ,2020-06-30,,neutral
1.28e+18,@pibchennai @narendramodi @PIB_India @DG_PIB There is no unlock 2.0 it is only Lockdown x.0 and it is what it is.😣,Tiruvallur,Thiruvallur ,2020-06-30,['Transpotation'],negative
1.28e+18,One of the best things that I've learned during this #Lockdown is that Cooking is one of the most fun and therapeut… https://t.co/lOMAdoSpFc,Varanasi,Varanasi,2020-06-30,,positive
1.28e+18,"@RanaKumbha @ShamikaRavi @AmitShah @drharshvardhan @ArvindKejriwal Yes that's also true.
Remember a case in Mumbai… https://t.co/YAE5VEMnxG",Indore,Indore,2020-06-30,,positive
1.28e+18,"AIMIM Floor Leader Akbaruddin Owaisi today at Esra Hospital. @asadowaisi 

Akbaruddin Owaisi visits (Owaisi Group o… https://t.co/hmmInCDCIO",Hyderabad,Hyderabad,2020-06-30,,neutral
1.28e+18,"Dear Sir,
As we have already flight scheduled and arrival at airport is post 6PM. Just worried about Taxi services… https://t.co/OMe7Tt5aWz",Navi Mumbai,Thane,2020-06-30,['Transpotation'],negative
1.28e+18,Shocking video of Undignified and Inhuman Burial of Covid-19 patients in Ballari https://t.co/GbUVq6uKpo,Bengaluru,Bangalore ,2020-06-30,['Food Shortage'],negative
1.28e+18,Sibling on the way - #H1N1Virus caused by Pigs - which may transmit to humans too  and has a potential to become a… https://t.co/LBsFZL00sV,Chennai,Chennai ,2020-06-30,['Daily Services'],negative
1.28e+18,"@shobhituniv is organizing a National Webinar on ""Impact of COVID-19 on the Fitness Industry"" in association with U… https://t.co/zDpstooiqC",New Delhi,New Delhi,2020-06-30,,neutral
1.28e+18,"#repost @voiceofslum
Distributed mask to SIMPLY BLOOD organization so the team and workers can protect themselves f… https://t.co/5bPM0dQ8cc",Noida,Gautam Buddha Nagar,2020-06-30,,neutral
1.28e+18,"Someone sent me this on telegram.

Does anyone have inputs regarding this issue?

#lockdown #COVID19 #caexams… https://t.co/y8Imfv2at4",Meerut,Meerut,2020-06-30,['Economic'],negative
1.28e+18,@garyvee I am ending my interim tea habit developed during this lockdown. no tea &amp; coffee in my diet tomorrow onwar… https://t.co/syYeXIjStF,Sholinganallur,Sholinganallur,2020-06-30,['Economic'],negative
1.28e+18,CM Sawant has been  urging people not to panic &amp; follow social distancing norms when total COVID - 19 numbers in Go… https://t.co/NXqMwkcXk3,Panaji,North Goa,2020-06-30,['Economic'],negative
1.28e+18,"It’s good to see people are recovering from lockdown, we are in unlock phase. But we need to be extra careful. Foll… https://t.co/9RUEsMMamV",Bihar,Nalanda,2020-06-30,,positive
1.28e+18,"@TMCaTweetAway @ThaneCityPolice  As per your tweet yesterday, there is a lockdown starting midnight. This tweet of… https://t.co/oIIDqHxNHT",Thane,Thane,2020-06-30,['Others'],negative
1.28e+18,Elections to Bodoland Territory Region were supposed to take place in April/May but due to Covid-19 hv been postpon… https://t.co/XAPnCEK19q,Guwahati,Kamrup Metropolitan,2020-06-30,,neutral
1.28e+18,"EDUCATION IS OUR PASSPORT TO THE FUTURE, FOR TOMORROW BELONGS TO THE PEOPLE WHO PREPARE FOR IT TODAY.

Join the Glo… https://t.co/3FcnoK5f3R",Tamil Nadu,Agra,2020-06-30,,neutral
1.28e+18,"@NMMConline Mind less shutdown by NMMC in CBD sector 1 to 9. 
Inspite of declaring Banking as essential service, NM… https://t.co/q3XqCfMNuG",Navi Mumbai,Thane,2020-06-30,,neutral
1.28e+18,"Coronavirus vaccine update: Bharat Biotech's starts clinical trials, Chinese vaccine Sinovac wins military approval… https://t.co/kUs22gd5t0",Thane,Thane,2020-06-30,,positive
1.28e+18,Even before lockdown we used the same appliances so the lockdown factor shouldn't be the reason of such spike and i… https://t.co/J71N1Cf9mv,Mumbai,Mumbai ,2020-06-30,['Economic'],negative
1.28e+18,"Just taken notes?
@ShivSena made a poll promise for free electricity for upto 200 units a month consumption before… https://t.co/Kl7xI4ZfwT",Mumbai,Mumbai ,2020-06-30,,positive
1.28e+18,"@CMOMaharashtra @priyankac19 Lockdown
Power supply/ distribution companies
Viz. MSEDCL's windfall gain!!!",Panvel,Raigad,2020-06-30,,positive
1.28e+18,#Punjab High Court today ordered that all schools irrespective whether they offered online classes during lockdown… https://t.co/dPHysFbNpV,Hayathnagar,Rangareddy,2020-06-30,['Daily Services'],negative
1.28e+18,2/2&gt; Question to @drharshvardhan @ICMRDELHI  @MoHFW_INDIA  Why forcibly ppl are threatened for asking Covid+ve lab… https://t.co/PvdKYdED7R,Bengaluru South,Bangalore ,2020-06-30,['Daily Services'],negative
